Date,Report_Month,County_Name,County_Code,Metric,Value
2022-07-01,Jul 2022,Solano,48,Net GR Expenditure,96037.0
2022-07-01,Jul 2022,Santa Clara,43,Net GR Expenditure,942090.0
2022-07-01,Jul 2022,Riverside,33,Net GR Expenditure,522622.0
2022-07-01,Jul 2022,Sacramento,34,Net GR Expenditure,702091.0
2022-07-01,Jul 2022,San Benito,35,Net GR Expenditure,8478.0
2022-07-01,Jul 2022,Santa Cruz,44,Net GR Expenditure,79468.0
2022-07-01,Jul 2022,San Diego,37,Net GR Expenditure,1544144.0
2022-07-01,Jul 2022,San Bernardino,36,Net GR Expenditure,46810.0
2022-07-01,Jul 2022,San Joaquin,39,Net GR Expenditure,32792.0
2022-07-01,Jul 2022,San Luis Obispo,40,Net GR Expenditure,134991.0
2022-07-01,Jul 2022,San Mateo,41,Net GR Expenditure,122682.0
2022-07-01,Jul 2022,Santa Barbara,42,Net GR Expenditure,21070.0
2022-07-01,Jul 2022,San Francisco,38,Net GR Expenditure,2825084.0
2022-08-01,Aug 2022,Marin,21,One-person Cases,1131.0
2022-08-01,Aug 2022,Kings,16,One-person Cases,
2022-08-01,Aug 2022,Madera,20,One-person Cases,
2022-08-01,Aug 2022,Los Angeles,19,One-person Cases,111622.0
2022-08-01,Aug 2022,Lassen,18,One-person Cases,32.0
2022-08-01,Aug 2022,Lake,17,One-person Cases,
2022-08-01,Aug 2022,Kern,15,One-person Cases,
2022-08-01,Aug 2022,Mono,26,Total GR Expenditure,728.84
2022-08-01,Aug 2022,Imperial,13,One-person Cases,79.0
2022-08-01,Aug 2022,Humboldt,12,One-person Cases,194.0
2022-08-01,Aug 2022,Glenn,11,One-person Cases,22.0
2022-08-01,Aug 2022,Fresno,10,One-person Cases,
2022-08-01,Aug 2022,El Dorado,09,One-person Cases,97.0
2022-08-01,Aug 2022,Del Norte,08,One-person Cases,54.0
2022-08-01,Aug 2022,Mariposa,22,One-person Cases,0.0
2022-08-01,Aug 2022,Inyo,14,One-person Cases,11.0
2022-08-01,Aug 2022,Mendocino,23,One-person Cases,60.0
2022-08-01,Aug 2022,San Francisco,38,One-person Cases,5541.0
2022-08-01,Aug 2022,Modoc,25,One-person Cases,32.0
2022-08-01,Aug 2022,San Mateo,41,One-person Cases,251.0
2022-08-01,Aug 2022,San Luis Obispo,40,One-person Cases,
2022-08-01,Aug 2022,San Joaquin,39,One-person Cases,317.0
2022-08-01,Aug 2022,Contra Costa,07,One-person Cases,
2022-08-01,Aug 2022,San Diego,37,One-person Cases,3877.0
2022-08-01,Aug 2022,San Benito,35,One-person Cases,95.0
2022-08-01,Aug 2022,Sacramento,34,One-person Cases,2722.0
2022-08-01,Aug 2022,Riverside,33,One-person Cases,2556.0
2022-08-01,Aug 2022,Plumas,32,One-person Cases,
2022-08-01,Aug 2022,Placer,31,One-person Cases,
2022-08-01,Aug 2022,Orange,30,One-person Cases,4638.0
2022-08-01,Aug 2022,Nevada,29,One-person Cases,65.0
2022-08-01,Aug 2022,Napa,28,One-person Cases,0.0
2022-08-01,Aug 2022,Monterey,27,One-person Cases,
2022-08-01,Aug 2022,Mono,26,One-person Cases,
2022-08-01,Aug 2022,Merced,24,One-person Cases,41.0
2022-08-01,Aug 2022,Colusa,06,One-person Cases,
2022-08-01,Aug 2022,San Francisco,38,Total GR Expenditure,3084857.0
2022-08-01,Aug 2022,Butte,04,One-person Cases,223.0
2022-08-01,Aug 2022,Siskiyou,47,Total GR Expenditure,7648.0
2022-08-01,Aug 2022,Solano,48,Total GR Expenditure,104952.0
2022-08-01,Aug 2022,Sonoma,49,Total GR Expenditure,38183.0
2022-08-01,Aug 2022,Stanislaus,50,Total GR Expenditure,182820.0
2022-08-01,Aug 2022,Sutter,51,Total GR Expenditure,1826.0
2022-08-01,Aug 2022,Tehama,52,Total GR Expenditure,8098.0
2022-08-01,Aug 2022,Sierra,46,Total GR Expenditure,4976.0
2022-08-01,Aug 2022,Trinity,53,Total GR Expenditure,2496.0
2022-08-01,Aug 2022,Tuolumne,55,Total GR Expenditure,1116.0
2022-08-01,Aug 2022,Ventura,56,Total GR Expenditure,20459.0
2022-08-01,Aug 2022,Yolo,57,Total GR Expenditure,6004.0
2022-08-01,Aug 2022,Yuba,58,Total GR Expenditure,9144.0
2022-08-01,Aug 2022,Alpine,02,Net GR Expenditure,0.0
2022-08-01,Aug 2022,Alameda,01,Net GR Expenditure,1978450.0
2022-08-01,Aug 2022,Tulare,54,Total GR Expenditure,50767.0
2022-08-01,Aug 2022,Shasta,45,Total GR Expenditure,90832.0
2022-08-01,Aug 2022,Santa Cruz,44,Total GR Expenditure,78600.0
2022-08-01,Aug 2022,Santa Clara,43,Total GR Expenditure,983738.0
2022-08-01,Aug 2022,Amador,03,One-person Cases,0.0
2022-08-01,Aug 2022,Alpine,02,One-person Cases,0.0
2022-08-01,Aug 2022,Alameda,01,One-person Cases,6370.0
2022-08-01,Aug 2022,Placer,31,Total GR Expenditure,25930.0
2022-08-01,Aug 2022,Plumas,32,Total GR Expenditure,1737.0
2022-08-01,Aug 2022,Riverside,33,Total GR Expenditure,602818.0
2022-08-01,Aug 2022,Sacramento,34,Total GR Expenditure,726777.0
2022-08-01,Aug 2022,San Benito,35,Total GR Expenditure,30640.0
2022-08-01,Aug 2022,San Bernardino,36,Total GR Expenditure,52926.0
2022-08-01,Aug 2022,San Diego,37,Total GR Expenditure,1698599.0
2022-08-01,Aug 2022,Santa Barbara,42,One-person Cases,
2022-08-01,Aug 2022,San Joaquin,39,Total GR Expenditure,34782.0
2022-08-01,Aug 2022,San Luis Obispo,40,Total GR Expenditure,156356.0
2022-08-01,Aug 2022,San Mateo,41,Total GR Expenditure,148004.0
2022-08-01,Aug 2022,Santa Barbara,42,Total GR Expenditure,24707.0
2022-08-01,Aug 2022,Calaveras,05,One-person Cases,
2022-08-01,Aug 2022,Monterey,27,Total GR Expenditure,70597.0
2022-08-01,Aug 2022,Santa Clara,43,One-person Cases,
2022-08-01,Aug 2022,Shasta,45,One-person Cases,207.0
2022-08-01,Aug 2022,Amador,03,Net GR Expenditure,0.0
2022-08-01,Aug 2022,Butte,04,Net GR Expenditure,131288.0
2022-08-01,Aug 2022,Calaveras,05,Net GR Expenditure,1876.0
2022-08-01,Aug 2022,Colusa,06,Net GR Expenditure,464.0
2022-08-01,Aug 2022,Contra Costa,07,Net GR Expenditure,130683.0
2022-08-01,Aug 2022,Del Norte,08,Net GR Expenditure,15104.0
2022-08-01,Aug 2022,El Dorado,09,Net GR Expenditure,15735.16
2022-08-01,Aug 2022,Fresno,10,Net GR Expenditure,146225.0
2022-08-01,Aug 2022,Glenn,11,Net GR Expenditure,6503.0
2022-08-01,Aug 2022,Humboldt,12,Net GR Expenditure,8655.0
2022-08-01,Aug 2022,Imperial,13,Net GR Expenditure,14135.53
2022-08-01,Aug 2022,Inyo,14,Net GR Expenditure,4642.0
2022-08-01,Aug 2022,Kern,15,Net GR Expenditure,365020.0
2022-08-01,Aug 2022,Kings,16,Net GR Expenditure,17810.0
2022-08-01,Aug 2022,Lake,17,Net GR Expenditure,0.0
2022-08-01,Aug 2022,Lassen,18,Net GR Expenditure,9241.0
2022-08-01,Aug 2022,Los Angeles,19,Net GR Expenditure,23546393.0
2022-08-01,Aug 2022,Madera,20,Net GR Expenditure,15234.05
2022-08-01,Aug 2022,Marin,21,Net GR Expenditure,431859.0
2022-08-01,Aug 2022,Mariposa,22,Net GR Expenditure,11655.0
2022-08-01,Aug 2022,Mendocino,23,Net GR Expenditure,8934.0
2022-08-01,Aug 2022,Alameda,01,Total GR Expenditure,2295990.0
2022-08-01,Aug 2022,Merced,24,Net GR Expenditure,4682.0
2022-08-01,Aug 2022,Alpine,02,Total GR Expenditure,0.0
2022-08-01,Aug 2022,Butte,04,Total GR Expenditure,153100.0
2022-08-01,Aug 2022,Modoc,25,Total GR Expenditure,10775.0
2022-08-01,Aug 2022,Merced,24,Total GR Expenditure,4973.0
2022-08-01,Aug 2022,Mendocino,23,Total GR Expenditure,10489.0
2022-08-01,Aug 2022,Mariposa,22,Total GR Expenditure,11655.0
2022-08-01,Aug 2022,Marin,21,Total GR Expenditure,432857.0
2022-08-01,Aug 2022,Madera,20,Total GR Expenditure,15234.05
2022-08-01,Aug 2022,Los Angeles,19,Total GR Expenditure,24325895.0
2022-08-01,Aug 2022,Lassen,18,Total GR Expenditure,9241.0
2022-08-01,Aug 2022,Lake,17,Total GR Expenditure,0.0
2022-08-01,Aug 2022,Kings,16,Total GR Expenditure,17835.0
2022-08-01,Aug 2022,Kern,15,Total GR Expenditure,378906.0
2022-08-01,Aug 2022,Inyo,14,Total GR Expenditure,4642.0
2022-08-01,Aug 2022,Imperial,13,Total GR Expenditure,14135.53
2022-08-01,Aug 2022,Humboldt,12,Total GR Expenditure,41163.0
2022-08-01,Aug 2022,Glenn,11,Total GR Expenditure,6503.0
2022-08-01,Aug 2022,Fresno,10,Total GR Expenditure,197038.0
2022-08-01,Aug 2022,El Dorado,09,Total GR Expenditure,17927.0
2022-08-01,Aug 2022,Del Norte,08,Total GR Expenditure,15104.0
2022-08-01,Aug 2022,Contra Costa,07,Total GR Expenditure,147637.0
2022-08-01,Aug 2022,Colusa,06,Total GR Expenditure,464.0
2022-08-01,Aug 2022,Calaveras,05,Total GR Expenditure,1981.0
2022-08-01,Aug 2022,Amador,03,Total GR Expenditure,0.0
2022-08-01,Aug 2022,Santa Cruz,44,One-person Cases,
2022-08-01,Aug 2022,Modoc,25,Net GR Expenditure,10775.0
2022-08-01,Aug 2022,Monterey,27,Net GR Expenditure,46978.0
2022-08-01,Aug 2022,Trinity,53,Net GR Expenditure,2496.0
2022-08-01,Aug 2022,Tulare,54,Net GR Expenditure,28632.0
2022-08-01,Aug 2022,Tuolumne,55,Net GR Expenditure,1116.0
2022-08-01,Aug 2022,Ventura,56,Net GR Expenditure,20173.0
2022-08-01,Aug 2022,Yolo,57,Net GR Expenditure,3034.0
2022-08-01,Aug 2022,Yuba,58,Net GR Expenditure,7477.0
2022-08-01,Aug 2022,Nevada,29,Total GR Expenditure,13954.0
2022-08-01,Aug 2022,Orange,30,Total GR Expenditure,1284397.0
2022-08-01,Aug 2022,Yuba,58,One-person Cases,20.0
2022-08-01,Aug 2022,Yolo,57,One-person Cases,32.0
2022-08-01,Aug 2022,Ventura,56,One-person Cases,
2022-08-01,Aug 2022,Tuolumne,55,One-person Cases,
2022-08-01,Aug 2022,Tulare,54,One-person Cases,
2022-08-01,Aug 2022,Trinity,53,One-person Cases,
2022-08-01,Aug 2022,Tehama,52,One-person Cases,19.0
2022-08-01,Aug 2022,Sutter,51,One-person Cases,
2022-08-01,Aug 2022,Stanislaus,50,One-person Cases,
2022-08-01,Aug 2022,Sonoma,49,One-person Cases,
2022-08-01,Aug 2022,Solano,48,One-person Cases,240.0
2022-08-01,Aug 2022,Siskiyou,47,One-person Cases,23.0
2022-08-01,Aug 2022,Sierra,46,One-person Cases,11.0
2022-08-01,Aug 2022,Tehama,52,Net GR Expenditure,8063.0
2022-08-01,Aug 2022,Mono,26,Net GR Expenditure,
2022-08-01,Aug 2022,Sutter,51,Net GR Expenditure,1826.0
2022-08-01,Aug 2022,Sonoma,49,Net GR Expenditure,38183.0
2022-08-01,Aug 2022,Napa,28,Net GR Expenditure,1579.0
2022-08-01,Aug 2022,Nevada,29,Net GR Expenditure,9844.0
2022-08-01,Aug 2022,Orange,30,Net GR Expenditure,1236827.0
2022-08-01,Aug 2022,Placer,31,Net GR Expenditure,21770.0
2022-08-01,Aug 2022,Plumas,32,Net GR Expenditure,-1122.0
2022-08-01,Aug 2022,Riverside,33,Net GR Expenditure,592789.0
2022-08-01,Aug 2022,Sacramento,34,Net GR Expenditure,655276.0
2022-08-01,Aug 2022,San Benito,35,Net GR Expenditure,30640.0
2022-08-01,Aug 2022,San Bernardino,36,Net GR Expenditure,46783.0
2022-08-01,Aug 2022,San Diego,37,Net GR Expenditure,1612111.0
2022-08-01,Aug 2022,San Francisco,38,Net GR Expenditure,2844443.0
2022-08-01,Aug 2022,San Joaquin,39,Net GR Expenditure,31427.0
2022-08-01,Aug 2022,San Luis Obispo,40,Net GR Expenditure,145168.0
2022-08-01,Aug 2022,San Mateo,41,Net GR Expenditure,132670.0
2022-08-01,Aug 2022,Santa Barbara,42,Net GR Expenditure,20227.0
2022-08-01,Aug 2022,Santa Clara,43,Net GR Expenditure,923805.0
2022-08-01,Aug 2022,Santa Cruz,44,Net GR Expenditure,78565.0
2022-08-01,Aug 2022,Napa,28,Total GR Expenditure,1579.0
2022-08-01,Aug 2022,Sierra,46,Net GR Expenditure,4976.0
2022-08-01,Aug 2022,Siskiyou,47,Net GR Expenditure,7250.0
2022-08-01,Aug 2022,Solano,48,Net GR Expenditure,87702.0
2022-08-01,Aug 2022,Stanislaus,50,Net GR Expenditure,177525.0
2022-08-01,Aug 2022,Shasta,45,Net GR Expenditure,50343.0
2022-08-01,Aug 2022,San Bernardino,36,One-person Cases,102.0
2022-08-01,Aug 2022,Tuolumne,55,Total GR Cases,
2022-08-01,Aug 2022,Mendocino,23,Total GR Cases,60.0
2022-08-01,Aug 2022,Mariposa,22,Total GR Cases,0.0
2022-08-01,Aug 2022,Marin,21,Total GR Cases,1131.0
2022-08-01,Aug 2022,Madera,20,Total GR Cases,40.0
2022-08-01,Aug 2022,Los Angeles,19,Total GR Cases,111957.0
2022-08-01,Aug 2022,Lassen,18,Total GR Cases,32.0
2022-08-01,Aug 2022,Lake,17,Total GR Cases,41.0
2022-08-01,Aug 2022,Kings,16,Total GR Cases,61.0
2022-08-01,Aug 2022,Kern,15,Total GR Cases,735.0
2022-08-01,Aug 2022,Inyo,14,Total GR Cases,11.0
2022-08-01,Aug 2022,Imperial,13,Total GR Cases,79.0
2022-08-01,Aug 2022,Humboldt,12,Total GR Cases,194.0
2022-08-01,Aug 2022,Merced,24,Total GR Cases,41.0
2022-08-01,Aug 2022,Glenn,11,Total GR Cases,22.0
2022-08-01,Aug 2022,El Dorado,09,Total GR Cases,97.0
2022-08-01,Aug 2022,Del Norte,08,Total GR Cases,54.0
2022-08-01,Aug 2022,Contra Costa,07,Total GR Cases,585.0
2022-08-01,Aug 2022,Colusa,06,Total GR Cases,
2022-08-01,Aug 2022,Calaveras,05,Total GR Cases,
2022-08-01,Aug 2022,Butte,04,Total GR Cases,223.0
2022-08-01,Aug 2022,Amador,03,Total GR Cases,0.0
2022-08-01,Aug 2022,Alpine,02,Total GR Cases,0.0
2022-08-01,Aug 2022,Alameda,01,Total GR Cases,6448.0
2022-08-01,Aug 2022,Yolo,57,Total GR Cases,32.0
2022-08-01,Aug 2022,Tulare,54,Total GR Cases,255.0
2022-08-01,Aug 2022,Yuba,58,Total GR Cases,20.0
2022-08-01,Aug 2022,Fresno,10,Total GR Cases,961.0
2022-08-01,Aug 2022,Modoc,25,Total GR Cases,32.0
2022-08-01,Aug 2022,Ventura,56,Total GR Cases,94.0
2022-08-01,Aug 2022,Monterey,27,Total GR Cases,226.0
2022-08-01,Aug 2022,Mono,26,Total GR Cases,
2022-08-01,Aug 2022,Tehama,52,Total GR Cases,19.0
2022-08-01,Aug 2022,Trinity,53,Total GR Cases,11.0
2022-08-01,Aug 2022,Stanislaus,50,Total GR Cases,96.0
2022-08-01,Aug 2022,Sonoma,49,Total GR Cases,231.0
2022-08-01,Aug 2022,Solano,48,Total GR Cases,240.0
2022-08-01,Aug 2022,Siskiyou,47,Total GR Cases,23.0
2022-08-01,Aug 2022,Sierra,46,Total GR Cases,11.0
2022-08-01,Aug 2022,Shasta,45,Total GR Cases,207.0
2022-08-01,Aug 2022,Santa Cruz,44,Total GR Cases,165.0
2022-08-01,Aug 2022,Santa Clara,43,Total GR Cases,5576.0
2022-08-01,Aug 2022,Santa Barbara,42,Total GR Cases,261.0
2022-08-01,Aug 2022,San Mateo,41,Total GR Cases,251.0
2022-08-01,Aug 2022,Sutter,51,Total GR Cases,
2022-08-01,Aug 2022,San Joaquin,39,Total GR Cases,317.0
2022-08-01,Aug 2022,San Luis Obispo,40,Total GR Cases,463.0
2022-08-01,Aug 2022,Napa,28,Total GR Cases,
2022-08-01,Aug 2022,Orange,30,Total GR Cases,4693.0
2022-08-01,Aug 2022,Placer,31,Total GR Cases,153.0
2022-08-01,Aug 2022,Plumas,32,Total GR Cases,
2022-08-01,Aug 2022,Nevada,29,Total GR Cases,65.0
2022-08-01,Aug 2022,Sacramento,34,Total GR Cases,2736.0
2022-08-01,Aug 2022,San Benito,35,Total GR Cases,95.0
2022-08-01,Aug 2022,San Bernardino,36,Total GR Cases,102.0
2022-08-01,Aug 2022,San Diego,37,Total GR Cases,3891.0
2022-08-01,Aug 2022,San Francisco,38,Total GR Cases,5576.0
2022-08-01,Aug 2022,Riverside,33,Total GR Cases,2574.0
2022-09-01,Sep 2022,Mono,26,One-person Cases,
2022-09-01,Sep 2022,Modoc,25,One-person Cases,42.0
2022-09-01,Sep 2022,Merced,24,One-person Cases,47.0
2022-09-01,Sep 2022,Mendocino,23,One-person Cases,0.0
2022-09-01,Sep 2022,Mariposa,22,One-person Cases,0.0
2022-09-01,Sep 2022,Marin,21,One-person Cases,1172.0
2022-09-01,Sep 2022,Madera,20,One-person Cases,
2022-09-01,Sep 2022,Los Angeles,19,One-person Cases,112925.0
2022-09-01,Sep 2022,Lassen,18,One-person Cases,33.0
2022-09-01,Sep 2022,Lake,17,One-person Cases,0.0
2022-09-01,Sep 2022,Glenn,11,One-person Cases,24.0
2022-09-01,Sep 2022,Kern,15,One-person Cases,
2022-09-01,Sep 2022,Inyo,14,One-person Cases,15.0
2022-09-01,Sep 2022,Imperial,13,One-person Cases,0.0
2022-09-01,Sep 2022,Humboldt,12,One-person Cases,201.0
2022-09-01,Sep 2022,Fresno,10,One-person Cases,
2022-09-01,Sep 2022,El Dorado,09,One-person Cases,141.0
2022-09-01,Sep 2022,Del Norte,08,One-person Cases,55.0
2022-09-01,Sep 2022,Contra Costa,07,One-person Cases,
2022-09-01,Sep 2022,Colusa,06,One-person Cases,
2022-09-01,Sep 2022,Calaveras,05,One-person Cases,
2022-09-01,Sep 2022,Monterey,27,One-person Cases,
2022-09-01,Sep 2022,Kings,16,One-person Cases,
2022-09-01,Sep 2022,Napa,28,One-person Cases,29.0
2022-09-01,Sep 2022,San Mateo,41,One-person Cases,250.0
2022-09-01,Sep 2022,Orange,30,One-person Cases,4751.0
2022-09-01,Sep 2022,Yolo,57,One-person Cases,
2022-09-01,Sep 2022,Tuolumne,55,One-person Cases,
2022-09-01,Sep 2022,Tulare,54,One-person Cases,
2022-09-01,Sep 2022,Trinity,53,One-person Cases,
2022-09-01,Sep 2022,Tehama,52,One-person Cases,21.0
2022-09-01,Sep 2022,Sutter,51,One-person Cases,
2022-09-01,Sep 2022,Stanislaus,50,One-person Cases,88.0
2022-09-01,Sep 2022,Sonoma,49,One-person Cases,
2022-09-01,Sep 2022,Solano,48,One-person Cases,239.0
2022-09-01,Sep 2022,Siskiyou,47,One-person Cases,17.0
2022-09-01,Sep 2022,Sierra,46,One-person Cases,12.0
2022-09-01,Sep 2022,Shasta,45,One-person Cases,214.0
2022-09-01,Sep 2022,Santa Cruz,44,One-person Cases,
2022-09-01,Sep 2022,Santa Clara,43,One-person Cases,5709.0
2022-09-01,Sep 2022,Santa Barbara,42,One-person Cases,
2022-09-01,Sep 2022,San Luis Obispo,40,One-person Cases,
2022-09-01,Sep 2022,San Joaquin,39,One-person Cases,319.0
2022-09-01,Sep 2022,San Francisco,38,One-person Cases,5500.0
2022-09-01,Sep 2022,San Diego,37,One-person Cases,3760.0
2022-09-01,Sep 2022,San Bernardino,36,One-person Cases,115.0
2022-09-01,Sep 2022,San Benito,35,One-person Cases,95.0
2022-09-01,Sep 2022,Sacramento,34,One-person Cases,2788.0
2022-09-01,Sep 2022,Riverside,33,One-person Cases,2586.0
2022-09-01,Sep 2022,Plumas,32,One-person Cases,
2022-09-01,Sep 2022,Placer,31,One-person Cases,
2022-09-01,Sep 2022,Nevada,29,One-person Cases,98.0
2022-09-01,Sep 2022,Ventura,56,One-person Cases,
2022-09-01,Sep 2022,Mendocino,23,Total GR Expenditure,12987.0
2022-09-01,Sep 2022,Amador,03,One-person Cases,
2022-09-01,Sep 2022,Nevada,29,Total GR Expenditure,22177.0
2022-09-01,Sep 2022,Orange,30,Total GR Expenditure,1321850.0
2022-09-01,Sep 2022,Placer,31,Total GR Expenditure,22576.0
2022-09-01,Sep 2022,Plumas,32,Total GR Expenditure,2015.0
2022-09-01,Sep 2022,Riverside,33,Total GR Expenditure,592720.0
2022-09-01,Sep 2022,Sacramento,34,Total GR Expenditure,1430955.0
2022-09-01,Sep 2022,San Benito,35,Total GR Expenditure,28534.0
2022-09-01,Sep 2022,San Bernardino,36,Total GR Expenditure,58319.0
2022-09-01,Sep 2022,San Diego,37,Total GR Expenditure,1639995.0
2022-09-01,Sep 2022,San Francisco,38,Total GR Expenditure,2978426.0
2022-09-01,Sep 2022,San Joaquin,39,Total GR Expenditure,36169.0
2022-09-01,Sep 2022,San Luis Obispo,40,Total GR Expenditure,159183.0
2022-09-01,Sep 2022,San Mateo,41,Total GR Expenditure,140363.0
2022-09-01,Sep 2022,Santa Barbara,42,Total GR Expenditure,23102.0
2022-09-01,Sep 2022,Santa Clara,43,Total GR Expenditure,1001909.0
2022-09-01,Sep 2022,Santa Cruz,44,Total GR Expenditure,75080.0
2022-09-01,Sep 2022,Shasta,45,Total GR Expenditure,102907.0
2022-09-01,Sep 2022,Sierra,46,Total GR Expenditure,5067.0
2022-09-01,Sep 2022,Siskiyou,47,Total GR Expenditure,5843.41
2022-09-01,Sep 2022,Solano,48,Total GR Expenditure,113547.0
2022-09-01,Sep 2022,Sonoma,49,Total GR Expenditure,41256.0
2022-09-01,Sep 2022,Stanislaus,50,Total GR Expenditure,129080.0
2022-09-01,Sep 2022,Sutter,51,Total GR Expenditure,1945.0
2022-09-01,Sep 2022,Tehama,52,Total GR Expenditure,9417.0
2022-09-01,Sep 2022,Trinity,53,Total GR Expenditure,1516.0
2022-09-01,Sep 2022,Napa,28,Total GR Expenditure,2355.0
2022-09-01,Sep 2022,Monterey,27,Total GR Expenditure,68990.0
2022-09-01,Sep 2022,Mono,26,Total GR Expenditure,274.0
2022-09-01,Sep 2022,Modoc,25,Total GR Expenditure,10371.0
2022-09-01,Sep 2022,Alpine,02,One-person Cases,0.0
2022-09-01,Sep 2022,Alameda,01,One-person Cases,6477.0
2022-09-01,Sep 2022,Alameda,01,Total GR Expenditure,2303227.0
2022-09-01,Sep 2022,Alpine,02,Total GR Expenditure,0.0
2022-09-01,Sep 2022,Amador,03,Total GR Expenditure,1000.0
2022-09-01,Sep 2022,Butte,04,Total GR Expenditure,156442.0
2022-09-01,Sep 2022,Calaveras,05,Total GR Expenditure,2920.0
2022-09-01,Sep 2022,Colusa,06,Total GR Expenditure,334.0
2022-09-01,Sep 2022,Contra Costa,07,Total GR Expenditure,142715.0
2022-09-01,Sep 2022,Del Norte,08,Total GR Expenditure,13953.0
2022-09-01,Sep 2022,El Dorado,09,Total GR Expenditure,26505.61
2022-09-01,Sep 2022,Fresno,10,Total GR Expenditure,201025.0
2022-09-01,Sep 2022,Butte,04,One-person Cases,225.0
2022-09-01,Sep 2022,Glenn,11,Total GR Expenditure,8275.0
2022-09-01,Sep 2022,Imperial,13,Total GR Expenditure,14017.73
2022-09-01,Sep 2022,Inyo,14,Total GR Expenditure,6621.0
2022-09-01,Sep 2022,Kern,15,Total GR Expenditure,377835.0
2022-09-01,Sep 2022,Kings,16,Total GR Expenditure,14892.0
2022-09-01,Sep 2022,Lake,17,Total GR Expenditure,0.0
2022-09-01,Sep 2022,Lassen,18,Total GR Expenditure,10913.0
2022-09-01,Sep 2022,Los Angeles,19,Total GR Expenditure,24604977.0
2022-09-01,Sep 2022,Madera,20,Total GR Expenditure,13449.24
2022-09-01,Sep 2022,Marin,21,Total GR Expenditure,449116.0
2022-09-01,Sep 2022,Mariposa,22,Total GR Expenditure,9828.0
2022-09-01,Sep 2022,Yuba,58,One-person Cases,31.0
2022-09-01,Sep 2022,Merced,24,Total GR Expenditure,5534.0
2022-09-01,Sep 2022,Humboldt,12,Total GR Expenditure,41066.0
2022-09-01,Sep 2022,Yuba,58,Total GR Cases,31.0
2022-09-01,Sep 2022,Napa,28,Total GR Cases,29.0
2022-09-01,Sep 2022,Ventura,56,Total GR Cases,85.0
2022-09-01,Sep 2022,Orange,30,Net GR Expenditure,1258079.0
2022-09-01,Sep 2022,Placer,31,Net GR Expenditure,21973.0
2022-09-01,Sep 2022,Plumas,32,Net GR Expenditure,1853.0
2022-09-01,Sep 2022,Riverside,33,Net GR Expenditure,571798.0
2022-09-01,Sep 2022,Sacramento,34,Net GR Expenditure,1367760.0
2022-09-01,Sep 2022,San Benito,35,Net GR Expenditure,28534.0
2022-09-01,Sep 2022,San Bernardino,36,Net GR Expenditure,56666.0
2022-09-01,Sep 2022,San Diego,37,Net GR Expenditure,1584278.0
2022-09-01,Sep 2022,San Francisco,38,Net GR Expenditure,2860058.0
2022-09-01,Sep 2022,San Joaquin,39,Net GR Expenditure,33523.0
2022-09-01,Sep 2022,San Luis Obispo,40,Net GR Expenditure,137028.0
2022-09-01,Sep 2022,San Mateo,41,Net GR Expenditure,131919.0
2022-09-01,Sep 2022,Santa Barbara,42,Net GR Expenditure,17568.0
2022-09-01,Sep 2022,Santa Clara,43,Net GR Expenditure,982158.0
2022-09-01,Sep 2022,Santa Cruz,44,Net GR Expenditure,57545.0
2022-09-01,Sep 2022,Shasta,45,Net GR Expenditure,59858.0
2022-09-01,Sep 2022,Sierra,46,Net GR Expenditure,5067.0
2022-09-01,Sep 2022,Siskiyou,47,Net GR Expenditure,5758.41
2022-09-01,Sep 2022,Solano,48,Net GR Expenditure,104419.0
2022-09-01,Sep 2022,Sonoma,49,Net GR Expenditure,40425.0
2022-09-01,Sep 2022,Stanislaus,50,Net GR Expenditure,124250.0
2022-09-01,Sep 2022,Sutter,51,Net GR Expenditure,1945.0
2022-09-01,Sep 2022,Tehama,52,Net GR Expenditure,9397.0
2022-09-01,Sep 2022,Trinity,53,Net GR Expenditure,1516.0
2022-09-01,Sep 2022,Tulare,54,Net GR Expenditure,37522.0
2022-09-01,Sep 2022,Nevada,29,Net GR Expenditure,19350.0
2022-09-01,Sep 2022,Tuolumne,55,Net GR Expenditure,548.0
2022-09-01,Sep 2022,Napa,28,Net GR Expenditure,2355.0
2022-09-01,Sep 2022,Mono,26,Net GR Expenditure,274.0
2022-09-01,Sep 2022,Alameda,01,Net GR Expenditure,2061162.0
2022-09-01,Sep 2022,Alpine,02,Net GR Expenditure,0.0
2022-09-01,Sep 2022,Amador,03,Net GR Expenditure,1000.0
2022-09-01,Sep 2022,Butte,04,Net GR Expenditure,110994.0
2022-09-01,Sep 2022,Calaveras,05,Net GR Expenditure,2815.0
2022-09-01,Sep 2022,Colusa,06,Net GR Expenditure,334.0
2022-09-01,Sep 2022,Contra Costa,07,Net GR Expenditure,134338.0
2022-09-01,Sep 2022,Del Norte,08,Net GR Expenditure,13811.0
2022-09-01,Sep 2022,El Dorado,09,Net GR Expenditure,26466.78
2022-09-01,Sep 2022,Fresno,10,Net GR Expenditure,158407.0
2022-09-01,Sep 2022,Glenn,11,Net GR Expenditure,8275.0
2022-09-01,Sep 2022,Humboldt,12,Net GR Expenditure,18391.0
2022-09-01,Sep 2022,Imperial,13,Net GR Expenditure,14017.73
2022-09-01,Sep 2022,Inyo,14,Net GR Expenditure,6621.0
2022-09-01,Sep 2022,Kern,15,Net GR Expenditure,348330.0
2022-09-01,Sep 2022,Kings,16,Net GR Expenditure,14892.0
